metric_name,count,llm_action,target_field_key,suggested_field_key,suggested_aliases,suggested_required_any,name_cn,category,value_type,confidence,llm_reason,example_reports
专精特新企业,2,keep_unknown,,,[],[],,,,0.95,专精特新企业是政府认定的企业资质标签，属于定性身份标识而非可量化、可比的ESG实质性绩效指标；不反映环境、社会或治理维度的具体行为、投入或结果，也不具备跨行业通用性、高频披露性或标准化计量基础，符合keep_unknown判定原则。,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告
国家高新技术企业,2,keep_unknown,,,[],[],,,,0.95,国家高新技术企业是政府认定的资质类称号，反映企业技术创新能力与政策符合性，属于经营资质或创新成果标识，而非可量化的ESG绩效指标（如排放、能耗、员工权益、治理实践等）。其数值‘个’表示认定数量（通常为0或1），不具备连续性、可比性或实质性ESG影响强度，且Core ESG Schema中无任何资质类、认证类或称号类指标先例。根据判断原则，此类公司特色资质信息应keep_unknown。,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告
新增供应商廉洁协议签署率,2,industry_schema_candidate,,,[],[],,,,0.95,新增供应商廉洁协议签署率聚焦于供应链端的反腐败执行落地，属于供应链廉洁管理的细化操作指标，而非企业自身治理（G）的通用核心要素；Core ESG Schema 中已有 anti_corruption_policy、whistleblowing_mechanism 等定性政策机制类字段，以及 confirmed_corruption_cases、anti_corruption_training_sessions 等定量结果/活动类字段，但未覆盖供应商协议签署这一履约过程指标；该指标高度依赖行业采购模式与合规监管强度（如建筑、能源、医药等行业更常见），跨行业普适性弱、披露频次低（仅2家报告提及），且本质是反腐败政策在供应链场景的延伸应用，更适合纳入行业ESG子体系（如建筑业供应链合规模块），不应纳入通用Core。,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告
新增签署廉洁协议的供应商总数,2,industry_schema_candidate,,,[],[],,,,0.88,新增签署廉洁协议的供应商总数属于供应链反腐败管理的具体执行动作，反映的是企业对供应商的廉洁管控实践深度，而非通用治理能力指标；Core ESG Schema 中已覆盖反腐败政策、举报机制、腐败事件等基础治理要素（G类），但供应商协议签署数量具有显著行业/企业定制性——不同行业供应链复杂度、集中度及合规要求差异大，且该指标易受采购周期、合同更新节奏等经营因素影响，不具备跨行业可比性和稳定性，更适合纳入行业ESG指标体系（如建筑、制造、电子等行业供应链管理模块），不宜纳入通用Core。,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告
供应链环节中具有重大风险与影响的事件数量,2,industry_schema_candidate,,,[],[],,,,0.89,该指标聚焦于供应链环节中‘具有重大风险与影响的事件数量’，定义模糊、主观性强（何为‘重大风险与影响’缺乏统一标准），且属于供应链风险管理的操作层指标；Core ESG Schema 中虽有 supplier_esg_assessment（定性机制类）和 scope_3_emissions（定量环境类），但均不覆盖此类泛化、非标准化的风险事件计数。该指标更适合作为制造业、消费品、电子等高供应链复杂度行业的行业专项指标，而非跨行业通用Core指标。,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告
2024年新增职业病人数,2,new_core_candidate,,occupational_disease_cases_new,[],[],新增职业病病例数,S,number,0.93,新增职业病病例数是职业健康安全的核心结果性指标，具有跨行业通用性（制造业、采矿业、化工、建筑等高风险行业普遍披露），与现有S类指标如work_injury_rate、work_related_fatalities、lost_workdays_due_to_injury形成逻辑闭环（覆盖事故与疾病两类主要职业健康风险）；该指标可量化、定义明确（依据《职业病防治法》及国家卫健委诊断标准），且已出现在多家上市公司ESG报告中（如嘉麟杰2024年报告），符合高频、跨行业、ESG相关性强、非财务经营类的Core准入原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
非常满意客户数,2,keep_unknown,,,[],[],,,,0.95,非常满意客户数属于客户满意度细分维度，是主观评价的频次类指标，非ESG核心议题中的实质性指标；Core ESG Schema中已有customer_complaints（负面事件），但正向满意度类指标（如非常满意、满意客户数）缺乏跨行业强制披露基础、标准化定义（如问卷设计、分层标准不一）、且易受样本偏差影响；其本质更接近服务质量或市场营销绩效，而非ESG治理、社会影响或环境绩效的直接衡量，不符合高频、可比、跨行业、ESG相关性强的new_core_candidate标准；亦非已有Core指标的同义表达，故应keep_unknown。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
满意客户数,2,keep_unknown,,,[],[],,,,0.85,满意客户数属于客户满意度的绝对数量指标，非标准化比率（如满意度百分比），且未体现质量维度（如NPS、满意度评分）；Core ESG Schema中已明确未纳入客户满意度类指标，customer_complaints仅覆盖负面事件，而满意客户数易受样本选择、定义模糊（如‘满意’标准不一）、业务规模干扰，缺乏跨行业可比性与ESG实质性；其本质更接近销售/客户服务绩效指标，而非ESG核心议题，故不适合进入通用Core体系。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
一般满意客户数,2,keep_unknown,,,[],[],,,,0.95,该指标为‘一般满意客户数’，属于客户满意度的细分粒度（非满意度比率，亦非投诉类负向指标），本质是客户服务或经营质量的内部管理指标；Core ESG Schema 明确不纳入客户满意度相关指标（仅保留 customer_complaints 作为负向、可验证、监管关注的ESG相关指标），且该指标无跨行业通用披露惯例、不可比性强、缺乏标准化定义和计量口径，不符合高频、跨行业、可量化、ESG相关性强的 new_core_candidate 原则；亦非任何现有 Core 指标的同义表达，故应 keep_unknown。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
净资产,2,keep_unknown,,,[],[],,,,0.95,净资产是典型的财务会计指标，属于资产负债表核心科目，反映企业所有者权益，与ESG实质性议题无直接关联；其披露场景明确归类为‘经营绩效’，且top_reasons全部标注为‘business_performance_not_core_esg’，符合判断原则中‘经营绩效/财务指标一般 keep_unknown’的要求。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
净资产收益率,2,keep_unknown,,,[],[],,,,0.95,净资产收益率是典型的财务绩效指标，属于经营业绩范畴，与ESG实质性议题无直接关联；Core ESG Schema明确排除营业收入、净利润、资产总额等财务指标，该指标亦符合此原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
投诉解决率,2,keep_unknown,,,[],[],,,,0.95,投诉解决率属于客户服务响应质量或经营绩效类指标，反映运营效率而非ESG实质性议题；Core ESG Schema中customer_complaints仅覆盖投诉数量（输入端），而解决率是闭环管理结果指标，其计算依赖于内部流程定义（如时效、标准、分类口径），跨行业可比性弱、标准化难度高；且该指标在示例中明确归类为‘经营绩效’，符合‘经营绩效/财务指标一般keep_unknown’的判断原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
授权专利数,2,add_alias_to_existing_core,authorized_patents_new,,"[""授权专利数""]","[""授权专利数""]",,,,0.98,‘授权专利数’与现有 core 指标 authorized_patents_new 的语义完全一致，单位‘项’匹配，且示例中明确为年度新增（2022/2023/2024逐年变化），符合‘当年新增授权专利数量’定义；该表述已在 top_reasons 中被 heuristic_authorized_patents_new 触发，属典型同义表达。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
科技论文发表数,2,keep_unknown,,,[],[],,,,0.95,科技论文发表数属于研发产出类学术成果指标，虽与创新相关，但不具备ESG核心议题的直接性、跨行业高频可比性及监管/标准共识基础；Core ESG Schema中已有r_and_d_investment、r_and_d_employees、authorized_patents_new等研发过程与知识产权类指标，但论文发表具有显著学科依赖性、非标准化（如期刊等级、作者贡献、是否开放获取等）、且多见于高校、科研院所及部分高科技企业，未在主流ESG框架（如GRI、SASB、TCFD、ISSB）中列为通用披露项；报告上下文明确归类为‘经营绩效’，符合判断原则中‘经营绩效/财务指标一般 keep_unknown’的要求。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
股东分红,2,keep_unknown,,,[],[],,,,0.95,股东分红属于财务分配行为，反映公司盈利能力和股东回报政策，本质为经营绩效/财务指标，与ESG实质性议题无直接关联；Core ESG Schema明确排除营业收入、净利润、纳税总额等同类财务指标，且示例中明确归类为'经营绩效'，符合判断原则中'经营绩效/财务指标一般 keep_unknown'的要求。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
安全生产培训次数,2,new_core_candidate,,safety_training_sessions,[],[],安全生产培训次数,S,number,0.88,安全生产培训是职业健康与安全（OHS）管理的核心实践，具有跨行业通用性（制造业、建筑、能源、交通运输等均强制要求），且与现有 work_injury_rate、lost_workdays_due_to_injury 等 S 类指标逻辑强关联；当前 Core Schema 中仅有反腐败类培训（anti_corruption_training_sessions），缺乏职业安全类培训的标准化定量指标；该指标高频披露（示例中连续三年披露）、单位明确（次）、可量化、ESG相关性强，符合 new_core_candidate 判断原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
接受安全生产培训,2,industry_schema_candidate,,,[],[],,,,0.93,‘接受安全生产培训’是按培训主题（安全生产）细分的培训人次指标，属于职业健康与安全（OHS）管理的具体实践，但其本质仍为培训人次的子类；Core Schema 中已有 trained_employees_count（受训员工人数或人次）覆盖人次维度，且其 aliases 均为泛化表述（如‘参加培训的员工总数’‘受训员工人次’），未限定内容属性；安全生产培训具有强行业监管属性（如高危行业强制要求），披露频次和定义口径高度依赖行业法规（如应急管理部《生产经营单位安全培训规定》），跨行业通用性不足；不宜新增为通用 Core 指标，更适合纳入制造业、建筑业、采矿业等高风险行业的行业 ESG 指标子集。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
安全生产培训员工覆盖率,2,add_alias_to_existing_core,training_coverage_rate,,"[""安全生产培训员工覆盖率"", ""安全培训覆盖率"", ""安全生产培训覆盖率""]","[""安全生产培训员工覆盖率""]",,,,0.95,该指标本质是培训覆盖率在安全生产场景下的具体应用，与 training_coverage_rate（员工培训覆盖率）在指标定义、计算逻辑（受训员工数/总员工数）、单位（%）和披露位置（社会绩效板块）完全一致；'安全生产'为限定修饰词，不改变指标核心语义，符合 Core Schema 中通过 aliases 支持合理业务上下文扩展的原则；且已有 aliases 如'参加培训的员工覆盖率'已体现场景包容性，新增该 alias 可提升覆盖鲁棒性而不破坏通用性。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
安全事故数,2,add_alias_to_existing_core,work_injury_rate,,"[""安全事故数""]","[""安全事故数""]",,,,0.88,‘安全事故数’在实践中常被企业用作工伤事故数量的泛称，与 work_injury_rate 的底层事件基础一致（即工伤类安全事件）；虽 work_injury_rate 为比率型指标，但其分子即为工伤事故次数，且 Core Schema 中该字段 value_type 定义为 number_or_percentage，已兼容绝对值形式；多个示例中单位均为‘次’、上下文位于‘社会绩效’板块、数值量级（12–13次/年）符合典型工伤事故频次，语义和使用场景高度匹配。不应新建指标，而应扩展别名以提升覆盖鲁棒性。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
节能环保培训,2,industry_schema_candidate,,,[],[],,,,0.93,节能环保培训是面向特定环境管理目标的专项能力建设活动，其内容、频次和覆盖范围高度依赖行业监管要求与企业节能减碳路径（如高耗能制造业、电力、化工等），不具备跨行业通用可比性；Core ESG Schema 中已涵盖通用培训类指标（如 training_total_hours、training_coverage_rate），但明确限定主题的‘节能环保’培训属于行业实践深化范畴，更适合纳入行业ESG指标体系（如制造业绿色工厂评价、电力行业双碳行动指南等），不应作为通用Core指标新增或映射。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
引进应届毕业生,2,industry_schema_candidate,,,[],[],,,,0.85,引进应届毕业生属于人力资源招聘活动的具体执行指标，反映企业人才引进策略，但不具备跨行业通用可比性（如高科技企业与制造业、金融业在应届生招聘规模、结构、披露动机上差异显著），且不直接表征ESG实质性议题（如员工发展、多样性、公平雇佣等已有核心指标已覆盖相关维度）。该指标更适合纳入特定行业（如IT、教育、国企）的人力资源专项子集，而非通用Core ESG Schema。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
因不合规被中止合作的总部供应商,2,industry_schema_candidate,,,[],[],,,,0.93,该指标‘因不合规被中止合作的总部供应商’反映供应链合规管理结果，属于供应商治理的衍生绩效指标，但其披露高度依赖企业采购集中度、总部直管供应商范围及合规阈值设定，不具备跨行业通用可比性；Core ESG Schema 中已有 supplier_esg_assessment（定性机制）和 whistleblowing_cases/confirmed_corruption_cases（内部腐败事件），但未覆盖供应商合作终止这一操作层结果指标；该指标更适合纳入ICT、制造、零售等强供应链管理行业的ESG子 schema，而非通用 Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
因不合规被否决的潜在总部供应商,2,industry_schema_candidate,,,[],[],,,,0.95,该指标'因不合规被否决的潜在总部供应商'反映的是供应链准入环节的合规筛选结果，属于供应链管理过程性/结果性指标，具有显著的行业和企业治理实践差异性；Core ESG Schema 中已包含 'supplier_esg_assessment'（定性机制类指标），但未覆盖具体否决数量等操作层量化结果；此类指标更适合作为行业ESG子集（如ICT、制造业供应链管理模块）中的特色指标，而非跨行业通用Core指标。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
现金分红总额（含税）,2,keep_unknown,,,[],[],,,,0.95,现金分红总额（含税）属于财务分配类经营绩效指标，反映股东回报水平，不直接衡量公司治理有效性（如董事会监督、反腐败、举报机制等G类核心维度），亦非ESG实质性议题的量化表征。Core ESG Schema聚焦环境、社会及治理过程与影响的实质性指标，而非财务结果或利润分配行为。该指标在报告中归类于‘经济绩效’，符合经营财务指标范畴，依据判断原则应keep_unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
监事会召开次数,2,new_core_candidate,,supervisory_board_meetings,[],[],监事会会议次数,G,number,0.95,监事会是《公司法》规定的法定监督机构，与董事会、股东大会同属公司治理（G）核心三会机制；其会议次数是衡量监督履职活跃度的关键量化指标，具有跨行业通用性、强ESG相关性（治理有效性）、可标准化采集（单位为‘次’），且当前Core Schema中完全缺失监事会维度，补全后可提升G类指标完整性与监管对标能力。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
投资者调研次数,2,keep_unknown,,,[],[],,,,0.95,投资者调研次数属于投资者关系管理活动的运营类指标，反映公司信息披露与市场沟通活跃度，但不具备ESG实质性（materiality）、跨行业通用性或监管强制披露要求；Core ESG Schema聚焦环境、社会、治理维度的核心实质性议题，该指标不涉及环境影响、员工福祉、供应链责任、董事会监督实效等ESG本质内容，亦非G类治理核心指标（如董事会运作、反腐败、举报机制等），而是偏财务沟通范畴，故应保持unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
开展合规培训次数,2,industry_schema_candidate,,,[],[],,,,0.88,‘开展合规培训次数’属于广义公司治理能力建设活动，但‘合规’内涵宽泛（含反垄断、数据安全、出口管制、行业监管等），其具体内容和重要性高度依赖行业监管环境（如金融、医药、ICT行业合规要求差异极大），不具备跨行业可比性和通用量化基准；Core Schema中已有anti_corruption_training_sessions聚焦反腐败这一ESG强相关子集，而‘合规培训’整体更适合作为行业定制化指标纳入金融、电信、医药等高监管行业的ESG子体系，不宜泛化为通用Core指标。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
接受合规培训员工人次,2,new_core_candidate,,compliance_training_participants,[],[],合规培训参与人次,G,number,0.88,‘接受合规培训员工人次’聚焦于公司治理维度下的合规能力建设，是反腐败培训（anti_corruption_training_participants）的上位概念，但语义更广、适用性更强——合规培训涵盖反垄断、数据安全、出口管制、劳动法规、行业监管等多领域，已成为上市公司治理披露高频指标（如博彦科技、中兴通讯、招商证券等均单独披露），具备跨行业通用性、可量化、ESG相关性强（直接支撑G维度‘合规管理’与‘风险管控’主题），且现有Schema中无对应核心字段；不宜归入S类（非一般性员工发展培训），亦不可强行映射至anti_corruption_training_participants（二者范畴不等价），故建议新增为Core ESG指标。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
合规培训总时长,2,add_alias_to_existing_core,anti_corruption_training_hours,,"[""合规培训总时长"", ""合规培训时数"", ""合规培训小时数""]","[""合规培训总时长""]",,,,0.88,‘合规培训’在ESG语境下常作为‘反腐败培训’的上位概念或实务等效表述，尤其在中文披露实践中，企业常将反商业贿赂、廉洁从业、数据合规、出口管制等培训统一归类为‘合规培训’；现有 anti_corruption_training_hours 的 aliases 已包含‘反商业贿赂培训时数’‘反贪污培训时数’等宽泛表述，且其 category（G）、value_type（number）、indicator_type（quantitative）完全匹配；新增别名可提升覆盖鲁棒性，无需新增字段。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
外购热力,2,add_alias_to_existing_core,energy_consumption_total,,"[""外购热力""]","[""外购热力""]",,,,0.95,外购热力是企业能源消耗的重要组成部分，属于综合能耗范畴，应纳入能源消耗总量（energy_consumption_total）的统计口径；其单位吉焦耳（GJ）是国际通用能量单位，与吨标准煤、MWh等可换算，符合该字段quantitative、number、category:E的定义；Core中energy_consumption_total的aliases已包含'综合能耗''总能源消耗'等上位概念，'外购热力'作为具体能源输入形式，属于合理别名扩展，无需新增独立字段。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
固定源排放,2,add_alias_to_existing_core,scope_1_emissions,,"[""固定源排放""]","[""固定源排放""]",,,,0.95,固定源排放是范围一温室气体排放的典型技术术语，指来自固定燃烧设备（如锅炉、窑炉、发电机等）的直接排放，与 scope_1_emissions 的定义完全一致；其单位为吨二氧化碳当量，且在ESG报告中明确用于量化企业自有设施产生的直接排放，属于已有核心指标的规范别名，应加入 scope_1_emissions 的 aliases。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
移动源排放,2,add_alias_to_existing_core,scope_1_emissions,,"[""移动源排放""]","[""移动源排放""]",,,,0.95,移动源排放（如公务用车、厂内运输车辆等燃油/燃气设备产生的排放）属于企业直接控制下的温室气体排放，符合范围一（Scope 1）的定义——‘由组织拥有或控制的来源所产生的直接温室气体排放’。在GHG Protocol和中国《企业温室气体排放核算方法与报告指南》中，移动源排放明确归类为范围一排放子项；其单位‘吨二氧化碳当量’与 scope_1_emissions 完全一致；且该指标在博彦科技ESG报告中与‘应对气候变化’主题并列披露，逻辑上属于直接排放范畴。因此应作为 scope_1_emissions 的新增别名，而非新建指标或行业专属指标。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
逸散源排放,2,add_alias_to_existing_core,scope_1_emissions,,"[""逸散源排放""]","[""逸散源排放""]",,,,0.95,逸散源排放（Fugitive Emissions）在GHG Protocol和ISO 14064中明确定义为范围一（Scope 1）排放的重要组成部分，指非燃烧过程产生的、通过设备泄漏、挥发等非点源形式释放的温室气体（如CH₄、N₂O、HFCs等），其计量单位‘吨二氧化碳当量’与scope_1_emissions完全一致；Core Schema中scope_1_emissions的aliases已包含‘直接温室气体排放量’等概念性表述，逸散源排放是其技术性子类和标准术语，无需新增独立field_key，应作为scope_1_emissions的规范别名纳入。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
温室气体排放总量（范围一 + 范围二）,2,add_alias_to_existing_core,total_ghg_emissions,,"[""温室气体排放总量（范围一 + 范围二）""]","[""范围一"", ""范围二""]",,,,0.98,该指标明确指代范围一与范围二排放之和，属于 total_ghg_emissions 的常见限定性表述（非范围三），与现有 aliases 中的'温室气体排放总量'语义一致且高频出现于ESG报告中；其单位'吨二氧化碳当量'与 total_ghg_emissions 完全匹配；Core Schema 已支持对范围边界的上下文识别（如 scope_1_emissions、scope_2_emissions），因此该表述应作为 total_ghg_emissions 的别名纳入，而非新建字段或拆分处理。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
温室气体排放强度（范围一 + 范围二）,2,add_alias_to_existing_core,ghg_emissions_intensity,,"[""温室气体排放强度（范围一 + 范围二）"", ""范围一和范围二温室气体排放强度"", ""范围1+2碳排放强度"", ""范围一加范围二碳排放强度""]","[""范围一 + 范围二""]",,,,0.95,该指标明确指向温室气体排放强度，且限定为范围一与范围二之和，属于 ghg_emissions_intensity 的子集定义（即未包含范围三），是其常见业务口径变体；单位‘吨二氧化碳当量/万元营收’完全匹配现有 ghg_emissions_intensity 的强度型定义（如单位收入碳排放），且已在多个ESG报告中作为核心披露项出现。无需新增字段，应扩展别名覆盖此规范表述。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
所使用碳信用（CERs）额度的数量,2,new_core_candidate,,carbon_credits_used,[],[],碳信用使用量,E,number,0.93,碳信用（CERs）使用量是企业实现碳中和目标的关键抵消行为指标，具有跨行业通用性（如科技、制造、金融、航空等均披露），可量化（单位：吨CO2e），与气候变化议题强相关，且当前Core ESG Schema中无任何碳抵消类指标，存在明确覆盖缺口；其不同于排放量或强度，属于独立的ESG行动类定量指标，符合高频、跨行业、可量化、ESG相关性强的新增标准。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
所使用中国绿色电力证书抵消的碳排放,2,new_core_candidate,,carbon_offset_green_certificates,[],[],绿色电力证书抵消的碳排放量,E,number,0.88,该指标反映企业通过中国绿证机制实现的碳抵消量，是应对气候变化的关键实践结果，具有跨行业通用性（IT、制造、金融等均披露）；虽与 scope_1/2/3 排放不同，但属于独立且可量化、高频披露的气候行动指标；区别于 renewable_energy_consumption（物理电量）和 ghg_emissions（实际排放），其表征的是经认证的虚拟减排量，具备新增为 Core 指标的必要性和区分度。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
硕士及以上,2,industry_schema_candidate,,,[],[],,,,0.95,硕士及以上学历员工人数属于人力资源结构细分指标，反映人才质量与研发能力，但其披露频次、口径（如是否含在职研究生、博士后等）及行业相关性差异显著：科技、医药、高校附属企业等知识密集型行业高频披露，而制造、零售、基建等行业极少披露；且学历层级划分（如'硕士及以上' vs '本科及以上' vs '博士'）缺乏跨行业统一标准，不符合Core ESG指标所需的高频性、可比性与通用性要求，更适合纳入TMT、生物医药等行业的ESG子指标体系。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
高层管理者,2,industry_schema_candidate,,,[],[],,,,0.85,‘高层管理者’人数定义模糊、边界不清（未明确是否含董事会成员、高管层级标准不一），且在Core ESG Schema中已有更精确的治理类指标（如board_size、independent_directors、female_directors）和管理层相关指标（female_management_ratio），该指标不具备跨行业通用性与可比性；其披露多见于IT服务等特定行业报告，更适合纳入行业ESG子体系（如信息技术行业人力治理结构模块），而非通用Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
中层管理者,2,industry_schema_candidate,,,[],[],,,,0.85,中层管理者人数属于组织架构层面的管理结构信息，虽具一定ESG相关性（如治理透明度、人才梯队），但定义边界模糊（不同企业对‘中层’划分标准不一），缺乏跨行业统一口径和量化基准；Core中已有female_management_ratio（比例型）但明确限定为‘管理层中女性比例’，未扩展至总量统计；该指标更适合在特定行业（如IT服务、金融等强调组织能力建设的行业）的ESG子体系中作为补充指标，不宜纳入通用Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
基层人员,2,keep_unknown,,,[],[],,,,0.95,基层人员属于岗位层级细分，非跨行业通用ESG指标；Core ESG Schema中已覆盖员工总数、性别、年龄、管理层比例、培训、健康等标准化社会维度指标，但未定义及不鼓励引入组织架构类（如基层/中层/高层）的内部管理颗粒度指标；该指标缺乏统一定义、核算口径和披露标准，易导致可比性缺失，属于公司特色人力资源管理范畴，不符合高频、可量化、跨行业、ESG相关性强的核心原则。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
行政管理人员,2,keep_unknown,,,[],[],,,,0.95,行政管理人员属于组织架构或岗位职能细分口径，非ESG核心人口统计维度（如性别、年龄、管理层比例等），亦不反映环境影响、社会绩效或治理机制；其定义边界模糊（与'管理层'、'管理人员'、'中层管理者'等易混淆），且不具备跨行业通用性、高频可比性及ESG实质性；属于公司内部人力资源管理特色指标，不符合new_core_candidate或add_alias_to_existing_core条件。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
残疾人员工,2,new_core_candidate,,disabled_employees,[],[],残疾人员工人数,S,number,0.94,残疾人员工是国际主流ESG框架（如GRI 203、SASB Human Capital标准）和中国《上市公司自律监管指引第1号——主板上市公司规范运作》中明确要求披露的多样性与包容性核心指标；具有跨行业通用性（覆盖IT、制造、金融、零售等多行业），可量化（单位为人），直接反映企业社会维度中‘包容性雇佣’和‘残障人士权益保障’表现，且与现有员工结构类指标（如性别、民族、年龄）逻辑一致，填补当前Core Schema在残障包容性方面的空白。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
管理人员流失率,2,add_alias_to_existing_core,employee_turnover_rate,,"[""管理人员流失率"", ""管理层流失率"", ""高管流失率"", ""管理团队流失率""]","[""管理人员流失率""]",,,,0.95,管理人员流失率是员工流失率在特定人群（管理层）上的细分应用，本质仍属同一核心概念；Core Schema 中 employee_turnover_rate 的 category=S、value_type=percentage 完全匹配，且其 aliases 已包含'员工流失率''离职率''员工离职率'等行为/人群泛化表达，符合'同义表达优先映射'原则；新增别名可提升覆盖而不破坏通用性。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
劳动合同签订比例,2,new_core_candidate,,labor_contract_signing_rate,[],[],劳动合同签订比例,S,percentage,0.88,劳动合同签订比例是劳动关系合规性的核心社会（S）类指标，反映企业用工规范性与员工基本权益保障水平；在制造业、IT服务、人力资源密集型等多行业普遍存在且高频披露（如博彦科技ESG报告），具备跨行业通用性；量化明确（百分比）、ESG相关性强（直接关联ISO 26000劳动实践、GRI 201、SASB HR-1等主流标准），且当前Core Schema中无任何覆盖劳动合规签约率的字段或别名，需作为新Core指标补充。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
新员工参训人次,2,keep_unknown,,,[],[],,,,0.95,新员工参训人次是培训指标的细分人群维度（按入职时间切分），属于公司内部管理颗粒度较细的运营类指标，非跨行业高频、通用ESG核心议题；Core ESG Schema中已有'受训员工人数或人次'（trained_employees_count）覆盖培训参与总量，且明确不鼓励为提升覆盖率而新增子类指标；该指标不具备环境、社会或治理层面的实质性（materiality）和可比性，属于企业特色人力资源实践，不符合new_core_candidate或add_alias_to_existing_core条件。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
通用技能参训人次,2,keep_unknown,,,[],[],,,,0.95,‘通用技能参训人次’是企业内部培训分类维度下的细分指标，限定于‘通用技能’（如沟通、办公软件、项目管理等），而Core ESG Schema中已覆盖培训总量（trained_employees_count）、覆盖率（training_coverage_rate）、人均时长（training_hours_per_employee）等高频、跨行业、标准化程度高的基础培训指标。‘通用技能’无统一定义、非监管强制披露项、缺乏行业共识，属于公司特色管理实践，不符合new_core_candidate的跨行业通用性与ESG相关性强原则；亦非已有Core指标的同义表达，故不适用add_alias_to_existing_core；亦非行业特有技术指标（如电力行业的线损率），故不属industry_schema_candidate。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
业务技能参训人次,2,keep_unknown,,,[],[],,,,0.95,业务技能参训人次属于培训的细分类型，带有明确限定性修饰词（'业务技能'），反映公司内部培训分类管理实践，不具备跨行业通用性；Core ESG Schema 中已覆盖通用培训维度指标（如 trained_employees_count、training_coverage_rate、training_total_hours 等），但未也不应纳入按职能/技能类别划分的专项培训人次——此类指标属企业特色运营披露，非ESG实质性议题核心要求，且无高频、可比、标准化披露基础。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
